id,productname,productprice,salespersonid,legalpersonid,developerid,testerid,hrid
3154,Proector,890,50,100,744,57,2
3155,Electronic toothbrushes,670,70,500,746,34,5
3156,Pocket cameras,450,20,50,748,120,3
3157,ATM,340,30,30,750,330,7
3158,Sensors,750,23,5,752,23,6
3159,Smartphones,670,700,50,754,34,4
3160,Computer,340,50,70,756,56,4
3161,Laptop,250,50,20,758,78,6
3162,Wacom Tablet ,450,400,30,760,98,8
3163,Bluetooth Speakers,760,7,23,762,90,5
3164,Television,160,3,700,764,10,3
3165,SmartWatches,2000,5,50,766,34,5
3166,Tablet,450,100,400,768,20,5
3167,Video Players,125,500,7,770,23,7
3168,Calculators ,500,50,3,772,30,3
3169,Mobile Phones,300,30,5,774,40,4
3170,Telephone,400,5,100,776,50,7
3171,Landline Phone,500,50,500,778,55,5
3172,Radios,600,70,50,780,34,2
3173,Wakie-Talkies,700,20,30,782,45,6
3174,Routers,700,30,5,784,35,4
3175,Modems,300,23,50,786,26,3
3176,Gaming Coonsoles,500,700,70,788,27,8
3177,Music Players,500,50,20,790,28,3
3178,E-readers,700,400,30,792,49,5
3179,Kindle,500,7,23,794,459,6
3180,Projector,600,3,700,796,678,7
3181,Refrigerator,800,5,50,798,678,4
3182,WashingMachine,700,100,50,800,789,8
3183,Dryers,300,500,400,802,697,3
3184,Ovens,400,50,7,804,457,2
3185,Microwaves,500,30,3,806,567,5
3186,Air Conditioner,400,5,5,808,466,3
3187,Cameras,200,50,100,810,55,7
3188,Drone,100,70,500,812,367,6
3189,Virtual Reality Headsets,450,20,50,814,45,4
3190,Fitness Trackers,670,30,30,816,36,4
3191,Headphones ,890,23,5,818,457,6
3192,Earpods,670,700,50,820,33,8
3193,Blutooth Headphones,450,50,70,822,4,5
3194,Speakers,340,50,20,824,5,3
3195,Power Bank,750,400,30,826,6,5
3196,External Hard Dirves,670,7,23,828,7,5
3197,Printers,340,3,700,830,67,7
3198,Scanners,250,5,50,832,50,3
3199,Proector,450,100,400,834,67,4
3200,Electronic toothbrushes,760,500,7,836,46,7
3201,Pocket cameras,160,50,3,838,235,5
3202,ATM,2000,30,5,840,670,2
3203,Sensors,450,5,100,842,457,6
3204,Smartphones,125,50,500,844,234,4
3205,Computer,500,70,50,846,560,3
3206,Laptop,300,20,30,848,230,8
3207,Wacom Tablet ,400,30,5,850,43,3
3208,Bluetooth Speakers,500,23,50,852,104,5
3209,Television,600,700,70,854,923,6
3210,SmartWatches,700,50,20,856,345,7
3211,Tablet,700,400,30,858,230,4
3212,Video Players,300,7,23,860,456,8
3213,Calculators ,500,3,700,862,1,3
3214,Mobile Phones,500,5,50,864,23,2
3215,Telephone,700,100,50,866,234,5
3216,Landline Phone,500,500,400,868,45,3
3217,Radios,600,50,7,870,345,7
3218,Wakie-Talkies,800,30,3,872,567,6
3219,Routers,700,5,5,874,409,4
3220,Modems,300,50,100,876,679,4
3221,Gaming Coonsoles,400,70,500,878,567,6
3222,Music Players,500,20,50,880,67,8
3223,E-readers,400,30,30,882,34,5
3224,Kindle,200,23,5,884,54,3
3225,Projector,100,700,50,886,566,5
3226,Refrigerator,450,50,70,888,66,5
3227,WashingMachine,670,50,20,890,450,7
3228,Dryers,890,400,30,892,345,3
3229,Ovens,670,7,23,894,456,4
3230,Microwaves,450,3,700,896,564,7
3231,Air Conditioner,340,5,50,898,456,5
3232,Cameras,750,100,400,900,563,2
3233,Drone,670,500,7,902,30,6
3234,Virtual Reality Headsets,340,50,3,904,40,4
3235,Fitness Trackers,250,30,5,906,50,3
3236,Headphones ,450,5,100,908,55,8
3237,Earpods,760,50,500,910,34,3
3238,Blutooth Headphones,160,70,50,912,45,5
3239,Speakers,2000,20,30,914,35,6
3240,Power Bank,450,30,5,916,26,7
3241,External Hard Dirves,125,23,50,918,27,4
3242,Printers,500,700,70,920,28,8
3243,Scanners,300,50,20,922,49,3
3244,Proector,400,5,30,924,459,2
3245,Electronic toothbrushes,500,100,23,926,678,5
3246,Pocket cameras,600,500,700,928,678,3
3247,ATM,700,50,50,930,789,7
3248,Sensors,700,30,50,932,697,6
3249,Smartphones,300,5,400,934,457,4
3250,Computer,500,50,7,936,567,4
3251,Laptop,500,70,3,938,466,6
3252,Wacom Tablet ,700,20,5,940,55,8
3253,Bluetooth Speakers,500,30,100,942,367,5
3254,Television,600,23,500,944,45,3
3255,SmartWatches,800,700,50,946,36,5
3256,Tablet,700,50,30,948,457,5
3257,Video Players,300,23,5,950,33,7
3258,Calculators ,400,700,50,952,4,3
3259,Mobile Phones,500,50,70,954,5,4
3260,Telephone,400,50,20,956,6,7
3261,Landline Phone,200,400,30,958,7,5
3262,Radios,100,7,23,960,67,2
3263,Wakie-Talkies,450,3,89,962,50,6
3264,Routers,670,5,45,964,67,4
3265,Modems,890,100,35,966,46,3
3266,Gaming Coonsoles,670,500,46,968,235,8
3267,Music Players,450,50,78,970,670,3
3268,E-readers,340,30,56,972,457,5
3269,Kindle,750,5,345,974,234,6
3270,Projector,670,50,465,976,560,7
3271,Refrigerator,340,70,567,978,230,4
3272,WashingMachine,250,20,765,980,43,8
3273,Dryers,450,30,879,982,104,3
3274,Ovens,760,23,555,984,923,2
3275,Microwaves,160,700,234,986,345,5
3276,Air Conditioner,2000,50,345,988,230,3
3277,Cameras,450,400,333,990,456,7
3278,Drone,125,7,234,992,1,6
3279,Virtual Reality Headsets,500,3,254,994,23,4
3280,Fitness Trackers,300,5,213,996,234,4
3281,Headphones ,400,100,346,998,45,6
3282,Earpods,500,500,764,1000,345,8
3283,Blutooth Headphones,600,50,768,2,567,5
3284,Speakers,700,30,423,4,409,3
3285,Power Bank,700,5,986,6,679,5
3286,External Hard Dirves,300,50,999,8,567,5
3287,Printers,500,70,123,10,67,7
3288,Scanners,500,20,45,12,34,3
3289,Proector,700,30,32,14,54,4
3290,Electronic toothbrushes,500,23,78,16,566,7
3291,Pocket cameras,600,700,45,18,66,5
3292,ATM,800,50,12,20,450,2
3293,Sensors,700,50,345,22,345,6
3294,Smartphones,300,400,123,24,456,4
3295,Computer,400,7,100,26,564,3
3296,Laptop,500,3,125,28,456,8
3297,Wacom Tablet ,400,5,135,30,563,3
3298,Bluetooth Speakers,200,100,167,32,6,5
3299,Television,100,500,175,34,12,6
3300,SmartWatches,450,50,197,36,67,7
3301,Tablet,670,30,789,38,34,4
3302,Video Players,890,5,987,40,57,8
3303,Calculators ,670,50,678,42,34,3
3304,Mobile Phones,450,70,567,44,120,2
3305,Telephone,340,20,453,46,330,5
3306,Landline Phone,750,30,34,48,23,3
3307,Radios,670,23,56,50,34,7
3308,Wakie-Talkies,340,700,76,52,56,6
3309,Routers,250,50,35,54,78,4
3310,Modems,450,5,78,56,98,4
3311,Gaming Coonsoles,760,100,570,58,90,6
3312,Music Players,160,500,98,60,10,8
3313,E-readers,2000,50,90,62,34,5
3314,Kindle,450,30,70,64,20,3
3315,Projector,125,5,679,66,23,5
3316,Refrigerator,500,50,3,68,30,5
3317,WashingMachine,300,70,6,70,40,7
3318,Dryers,400,20,8,72,50,3
3319,Ovens,500,30,5,74,55,4
3320,Microwaves,600,23,9,76,34,7
3321,Air Conditioner,700,700,3,78,45,5
3322,Cameras,700,50,5,80,35,2
3323,Drone,800,23,2,82,26,6
3324,Virtual Reality Headsets,300,700,7,84,27,4
3325,Fitness Trackers,500,50,90,86,28,3
3326,Headphones ,500,50,120,88,49,8
3327,Earpods,700,400,345,90,459,3
3328,Blutooth Headphones,500,7,456,92,678,5
3329,Speakers,600,3,678,94,678,6
3330,Power Bank,800,5,347,96,789,7
3331,External Hard Dirves,700,100,70,98,697,4
3332,Printers,300,500,72,100,457,8
3333,Scanners,400,50,48,102,567,3
3334,Proector,500,30,32,104,466,2
3335,Electronic toothbrushes,400,5,20,106,55,5
3336,Pocket cameras,200,50,34,108,367,3
3337,ATM,100,70,45,110,45,7
3338,Sensors,450,20,10,112,36,6
3339,Smartphones,670,30,11,114,457,4
3340,Computer,890,23,15,116,33,4
3341,Laptop,670,700,19,118,4,6
3342,Wacom Tablet ,450,50,4,120,5,8
3343,Bluetooth Speakers,340,400,9,122,6,5
3344,Television,750,7,6,124,7,3
3345,SmartWatches,670,3,38,126,67,5
3346,Tablet,340,5,33,128,50,5
3347,Video Players,250,100,55,130,67,7
3348,Calculators ,450,500,78,132,46,3
3349,Mobile Phones,760,50,45,134,235,4
3350,Telephone,160,30,26,136,670,7
3351,Landline Phone,2000,5,98,138,457,5
3352,Radios,450,50,66,140,234,2
3353,Wakie-Talkies,125,400,77,142,560,6
3354,Routers,500,7,88,144,230,4
3355,Modems,300,3,99,146,43,3
3356,Gaming Coonsoles,400,5,333,148,104,8
3357,Music Players,500,100,45,150,923,3
3358,E-readers,600,500,345,152,345,5
3359,Kindle,700,50,12,154,230,6
3360,Projector,700,30,55,156,456,7
3361,Refrigerator,300,5,36,158,1,4
3362,WashingMachine,500,50,67,160,23,8
3363,Dryers,500,70,23,162,234,3
3364,Ovens,700,20,700,164,45,2
3365,Microwaves,500,30,50,166,345,5
3366,Air Conditioner,600,23,50,168,567,3
3367,Cameras,800,700,400,170,409,7
3368,Drone,700,50,7,172,679,6
3369,Virtual Reality Headsets,300,400,3,174,567,4
3370,Fitness Trackers,400,7,5,176,67,4
3371,Headphones ,500,3,100,178,34,6
3372,Earpods,400,5,500,180,54,8
3373,Blutooth Headphones,200,100,50,182,566,5
3374,Speakers,100,500,30,184,66,3
3375,Power Bank,450,50,5,186,450,5
3376,External Hard Dirves,670,30,50,188,345,5
3377,Printers,890,5,70,190,456,7
3378,Scanners,670,50,20,192,564,3
3379,Proector,450,70,30,194,456,4
3380,Electronic toothbrushes,340,20,23,196,563,7
3381,Pocket cameras,750,30,700,198,6,5
3382,ATM,670,23,50,200,12,2
3383,Sensors,340,700,400,202,67,6
3384,Smartphones,250,50,7,204,34,4
3385,Computer,450,50,3,206,57,3
3386,Laptop,760,400,5,208,34,8
3387,Wacom Tablet ,160,7,100,210,120,3
3388,Bluetooth Speakers,2000,3,500,212,330,5
3389,Television,450,5,50,214,23,6
3390,SmartWatches,125,100,30,216,34,7
3391,Tablet,500,500,5,218,56,4
3392,Video Players,300,50,50,220,78,8
3393,Calculators ,400,30,70,222,98,3
3394,Mobile Phones,500,5,20,224,90,2
3395,Telephone,600,50,30,226,10,5
3396,Landline Phone,700,70,23,228,34,3
3397,Radios,700,20,700,230,20,7
3398,Wakie-Talkies,300,30,50,232,23,6
3399,Routers,500,23,50,234,30,4
3400,Modems,500,700,400,236,40,4
3401,Gaming Coonsoles,700,50,7,238,50,6
3402,Music Players,500,400,3,240,55,8
3403,E-readers,600,7,5,242,34,5
3404,Kindle,800,3,100,244,45,3
3405,Projector,700,5,500,246,35,5
3406,Refrigerator,300,100,50,248,26,5
3407,WashingMachine,400,500,30,250,27,7
3408,Dryers,500,50,5,252,28,3
3409,Ovens,400,30,50,254,49,4
3410,Microwaves,200,5,70,256,459,7
3411,Air Conditioner,100,50,20,258,678,5
3412,Cameras,450,70,30,260,678,2
3413,Drone,670,20,23,262,789,6
3414,Virtual Reality Headsets,890,30,700,264,697,4
3415,Fitness Trackers,670,23,50,266,457,3
3416,Headphones ,450,700,400,268,567,8
3417,Earpods,340,50,7,270,466,3
3418,Blutooth Headphones,750,50,3,272,55,5
3419,Speakers,670,400,5,274,367,6
3420,Power Bank,340,7,100,276,45,7
3421,External Hard Dirves,250,3,500,278,36,4
3422,Printers,450,5,50,280,457,8
3423,Scanners,760,100,30,282,33,3
3424,Proector,160,500,5,284,4,2
3425,Electronic toothbrushes,2000,50,50,286,5,5
3426,Pocket cameras,450,30,70,288,6,3
3427,ATM,125,5,20,290,7,7
3428,Sensors,500,50,30,292,67,6
3429,,300,70,23,294,50,4
3430,,400,20,700,296,67,4
3431,Smartphones,500,30,50,298,46,6
3432,Computer,600,23,50,300,235,8
3433,Laptop,700,700,400,302,670,5
3434,Wacom Tablet ,700,50,7,304,457,3
3435,Bluetooth Speakers,300,400,3,306,234,5
3436,Television,500,7,5,308,560,5
3437,SmartWatches,500,3,100,310,230,7
3438,Tablet,700,5,500,312,43,3
3439,Video Players,500,100,50,314,104,4
3440,Calculators ,600,500,30,316,923,7
3441,Mobile Phones,800,50,5,318,345,5
3442,Telephone,700,30,50,320,230,2
3443,Landline Phone,300,5,70,322,456,6
3444,Radios,400,50,20,324,1,4
3445,Wakie-Talkies,500,70,30,326,23,3
3446,Routers,400,20,23,328,234,8
3447,Modems,200,30,700,330,45,3
3448,Gaming Coonsoles,100,23,50,332,345,5
3449,Music Players,450,700,400,334,567,6
3450,E-readers,670,50,7,336,409,7
3451,Kindle,890,50,3,338,679,4
3452,Projector,670,400,5,340,567,8
3453,Refrigerator,450,7,100,342,67,3
3454,WashingMachine,340,3,500,344,34,2
3455,Dryers,750,5,50,346,54,5
3456,Ovens,670,100,30,348,566,3
3457,Microwaves,340,500,5,350,66,7
3458,Air Conditioner,250,50,50,352,450,6
3459,Cameras,450,30,70,354,345,4
3460,Drone,760,5,20,356,456,4
3461,Virtual Reality Headsets,160,50,30,358,564,6
3462,Fitness Trackers,2000,70,23,360,456,8
3463,Headphones ,450,20,700,362,563,5
3464,Earpods,125,30,50,364,30,3
3465,Blutooth Headphones,500,23,50,366,40,5
3466,Speakers,300,700,400,368,50,5
3467,Power Bank,400,50,7,370,55,7
3468,External Hard Dirves,500,400,3,372,34,3
3469,Printers,600,7,5,374,45,4
3470,Scanners,700,3,100,376,35,7
3471,Proector,700,5,500,378,26,5
3472,Electronic toothbrushes,300,100,50,380,27,2
3473,Pocket cameras,500,500,30,382,28,6
3474,ATM,500,50,5,384,49,4
3475,Sensors,700,30,50,386,459,3
3476,Smartphones,500,5,70,388,678,8
3477,Computer,600,50,20,390,678,3
3478,Laptop,800,400,30,392,789,5
3479,Wacom Tablet ,700,7,23,394,697,6
3480,Bluetooth Speakers,300,3,700,396,457,7
3481,Television,400,5,50,398,567,4
3482,SmartWatches,500,100,400,400,466,8
3483,Tablet,400,500,7,402,55,3
3484,Video Players,200,50,3,404,367,2
3485,Calculators ,100,30,5,406,45,5
3486,Mobile Phones,450,5,100,408,36,3
3487,Telephone,670,50,500,410,457,7
3488,Landline Phone,890,70,50,412,33,6
3489,Radios,670,20,30,414,4,4
3490,Wakie-Talkies,450,30,5,416,5,4
3491,Routers,340,23,50,418,6,6
3492,Modems,750,700,70,420,7,8
3493,Gaming Coonsoles,670,50,20,422,67,5
3494,Music Players,340,400,30,424,50,3
3495,E-readers,250,7,23,426,67,5
3496,Kindle,450,3,700,428,46,5
3497,Projector,760,5,50,430,235,7
3498,Refrigerator,160,100,50,432,670,3
3499,WashingMachine,2000,500,400,434,457,4
3500,Dryers,450,50,7,436,234,7
3501,Ovens,125,30,3,438,560,5
3502,Microwaves,500,5,5,440,230,2
3503,Air Conditioner,300,50,100,442,43,6
3504,Cameras,400,70,500,444,104,4
3505,Drone,500,20,50,446,923,3
3506,Virtual Reality Headsets,600,30,30,448,345,8
3507,Fitness Trackers,700,23,5,450,230,3
3508,Headphones ,700,700,50,452,456,5
3509,Earpods,300,50,70,454,1,6
3510,Blutooth Headphones,500,50,20,456,23,7
3511,Speakers,500,400,30,458,234,4
3512,Power Bank,700,7,23,460,45,8
3513,External Hard Dirves,500,3,700,462,345,3
3514,Printers,600,5,50,464,567,2
3515,Scanners,800,100,400,466,409,5
3516,Proector,700,500,7,468,679,3
3517,Electronic toothbrushes,300,50,3,470,567,7
3518,Pocket cameras,400,30,5,472,67,6
3519,ATM,500,5,100,474,34,4
3520,Sensors,400,50,500,476,54,4
3521,Smartphones,200,70,50,478,566,6
3522,Computer,100,20,30,480,66,8
3523,Laptop,450,30,5,482,450,5
3524,Wacom Tablet ,670,23,50,484,345,3
3525,Bluetooth Speakers,890,700,70,486,456,5
3526,Television,670,50,20,488,564,5
3527,SmartWatches,450,400,30,490,456,7
3528,Tablet,340,7,23,492,563,3
3529,Video Players,750,3,700,494,6,4
3530,Calculators ,670,5,50,496,12,7
3531,Mobile Phones,340,100,50,498,67,5
3532,Telephone,250,500,400,500,34,2
3533,Landline Phone,450,50,7,502,57,6
3534,Radios,760,30,3,504,34,4
3535,Wakie-Talkies,160,5,5,506,120,3
3536,Routers,2000,50,100,508,330,8
3537,Modems,450,70,500,510,23,3
3538,Gaming Coonsoles,125,20,50,512,34,5
3539,Music Players,500,30,30,514,56,6
3540,E-readers,300,23,5,516,78,7
3541,Kindle,400,700,50,518,98,4
3542,Projector,500,50,70,520,90,8
3543,Refrigerator,600,50,20,522,10,3
3544,WashingMachine,700,400,30,524,34,2
3545,Dryers,700,7,23,526,20,5
3546,Ovens,800,3,23,528,23,3
3547,Microwaves,300,5,700,530,30,7
3548,Air Conditioner,500,100,50,532,40,6
3549,Cameras,500,500,50,534,50,4
3550,Drone,700,50,400,536,55,4
3551,Virtual Reality Headsets,500,30,7,538,34,6
3552,Fitness Trackers,600,5,3,540,45,8
3553,Headphones ,800,50,5,542,35,5
3554,Earpods,700,70,100,544,26,3
3555,Blutooth Headphones,300,20,500,546,27,5
3556,Speakers,400,30,50,548,28,5
3557,Power Bank,500,23,30,550,49,7
3558,External Hard Dirves,400,700,5,552,459,3
3559,Printers,200,50,50,554,678,4
3560,Scanners,100,400,70,556,678,7
3561,Proector,450,7,20,558,789,5
3562,Electronic toothbrushes,670,3,30,560,697,2
3563,Pocket cameras,890,5,23,562,457,6
3564,ATM,670,100,700,564,567,4
3565,Sensors,450,500,50,566,466,3
3566,Smartphones,340,50,400,568,55,8
3567,Computer,750,30,7,570,367,3
3568,Laptop,670,5,3,572,45,5
3569,Wacom Tablet ,340,50,5,574,36,6
3570,Bluetooth Speakers,250,70,100,576,457,7
3571,Television,450,20,500,578,33,4
3572,SmartWatches,760,30,50,580,4,8
3573,Tablet,160,23,30,582,5,3
3574,Video Players,2000,700,5,584,6,2
3575,Calculators ,450,50,50,586,7,5
3576,Mobile Phones,125,50,70,588,67,3
3577,Telephone,500,400,20,590,50,7
3578,Landline Phone,300,7,30,592,67,6
3579,Radios,400,3,23,594,46,4
3580,Wakie-Talkies,500,5,700,596,235,4
3581,Routers,600,100,50,598,670,6
3582,Modems,700,500,50,600,457,8
3583,Gaming Coonsoles,700,50,400,602,234,5
3584,Music Players,300,30,7,604,560,3
3585,E-readers,500,5,3,606,230,5
3586,Kindle,500,50,5,608,43,5
3587,Projector,700,70,100,610,104,7
3588,Refrigerator,500,20,500,612,923,3
3589,WashingMachine,600,30,50,614,345,4
3590,Dryers,800,23,30,616,230,7
3591,Ovens,700,700,5,618,456,5
3592,Microwaves,300,50,50,620,1,2
3593,Air Conditioner,400,5,70,622,23,6
3594,Cameras,500,100,20,624,234,4
3595,Drone,400,500,30,626,45,3
3596,Virtual Reality Headsets,200,50,23,628,345,8
3597,Fitness Trackers,100,30,700,630,567,3
3598,Headphones ,450,5,50,632,409,5
3599,Earpods,670,50,400,634,679,6
3600,Blutooth Headphones,890,70,7,636,567,7
3601,Speakers,670,20,3,638,67,4
3602,Power Bank,450,30,5,640,34,8
3603,External Hard Dirves,340,23,100,642,54,3
3604,Printers,750,700,500,644,566,2
3605,Scanners,670,50,50,646,66,5
3606,Proector,340,23,30,648,450,3
3607,Electronic toothbrushes,250,700,5,650,345,7
3608,Pocket cameras,450,50,50,652,456,6
3609,ATM,760,50,70,654,564,4
3610,Sensors,160,400,20,656,456,4
3611,,2000,7,30,658,563,6
3612,,450,3,23,660,6,8
3613,Smartphones,125,5,700,662,12,5
3614,Computer,500,100,50,664,67,3
3615,Laptop,300,500,50,666,34,5
3616,Wacom Tablet ,400,50,400,668,57,5
3617,Bluetooth Speakers,500,30,7,670,34,7
3618,Television,600,5,3,672,120,3
3619,SmartWatches,700,50,5,674,330,4
3620,Tablet,700,70,100,676,23,7
3621,Video Players,300,20,500,678,34,5
3622,Calculators ,500,30,50,680,56,2
3623,Mobile Phones,500,23,30,682,78,6
3624,Telephone,700,700,5,684,98,4
3625,Landline Phone,500,50,50,686,90,3
3626,Radios,600,400,70,688,10,8
3627,Wakie-Talkies,800,7,20,690,34,3
3628,Routers,700,3,30,692,20,5
3629,Modems,300,5,23,694,23,6
3630,Gaming Coonsoles,400,100,700,696,30,7
3631,Music Players,500,500,50,698,40,4
3632,E-readers,400,50,400,700,50,8
3633,Kindle,200,30,7,702,55,3
3634,Projector,100,5,3,704,34,2
3635,Refrigerator,450,50,5,706,45,5
3636,WashingMachine,670,70,100,708,35,3
3637,Dryers,890,20,500,710,26,7
3638,Ovens,670,30,50,712,27,6
3639,Microwaves,450,23,30,714,28,4
3640,Air Conditioner,340,700,5,716,49,4
3641,Cameras,750,50,50,718,459,6
3642,Drone,670,50,70,720,678,8
3643,Virtual Reality Headsets,340,400,20,722,678,5
3644,Fitness Trackers,250,7,30,724,789,3
3645,Headphones ,450,3,23,726,697,5
3646,Earpods,760,5,700,728,457,5
3647,Blutooth Headphones,160,100,50,730,567,7
3648,Speakers,2000,500,50,732,466,3
3649,Power Bank,450,50,400,734,55,4
3650,External Hard Dirves,125,30,7,736,367,7
3651,Printers,500,5,3,738,45,5
3652,Scanners,300,50,5,740,36,2
3653,Proector,400,70,100,742,457,6
3654,Electronic toothbrushes,500,20,500,744,33,4
3655,Pocket cameras,600,30,50,746,4,3
3656,ATM,700,23,30,748,5,8
3657,Sensors,700,700,5,750,6,3
3658,Smartphones,300,50,50,752,7,5
3659,Computer,500,5,70,754,67,6
3660,Laptop,500,100,20,756,50,7
3661,Wacom Tablet ,700,500,30,758,67,4
3662,Bluetooth Speakers,500,50,23,760,46,8
3663,Television,600,30,700,762,235,3
3664,SmartWatches,800,5,50,764,670,2
3665,Tablet,700,50,400,766,457,5
3666,Video Players,300,70,7,768,234,3
3667,Calculators ,400,20,3,770,560,7
3668,Mobile Phones,500,30,5,772,230,6
3669,Telephone,400,23,100,774,43,4
3670,Landline Phone,200,700,500,776,104,4
3671,Radios,100,50,50,778,923,6
3672,Wakie-Talkies,450,30,30,780,345,8
3673,Routers,670,23,5,782,230,5
3674,Modems,890,700,50,784,456,3
3675,Gaming Coonsoles,670,50,70,786,1,5
3676,Music Players,450,50,20,788,23,5
3677,E-readers,340,400,30,790,234,7
3678,Kindle,750,7,23,792,45,3
3679,Projector,670,3,700,794,345,4
3680,Refrigerator,340,5,50,796,567,7
3681,WashingMachine,250,100,50,798,409,5
3682,Dryers,450,500,400,800,679,2
3683,Ovens,760,50,7,802,567,6
3684,Microwaves,160,30,3,804,67,4
3685,Air Conditioner,2000,5,5,806,34,3
3686,Cameras,450,50,100,808,54,8
3687,Drone,125,70,500,810,566,3
3688,Virtual Reality Headsets,500,20,50,812,66,5
3689,Fitness Trackers,300,30,30,814,450,6
3690,Headphones ,400,23,5,816,345,7
3691,Earpods,500,700,50,818,456,4
3692,Blutooth Headphones,600,50,70,820,564,8
3693,Speakers,700,400,20,822,456,3
3694,Power Bank,700,7,30,824,563,2
3695,External Hard Dirves,300,3,23,826,30,5
3696,Printers,500,5,700,828,40,3
3697,Scanners,500,100,50,830,50,7
3698,Proector,700,500,400,832,55,6
3699,Electronic toothbrushes,500,50,7,834,34,4
3700,Pocket cameras,600,30,3,836,45,4
3701,ATM,800,5,5,838,35,6
3702,Sensors,700,50,100,840,26,8
3703,Smartphones,300,70,500,842,27,5
3704,Computer,400,20,50,844,28,3
3705,Laptop,500,30,30,846,49,5
3706,Wacom Tablet ,400,23,5,848,459,5
3707,Bluetooth Speakers,200,700,50,850,678,7
3708,Television,100,50,70,852,678,3
3709,SmartWatches,450,50,20,854,789,4
3710,Tablet,670,400,30,856,697,7
3711,Video Players,890,7,23,858,457,5
3712,Calculators ,670,3,700,860,567,2
3713,Mobile Phones,450,5,50,862,466,6
3714,Telephone,340,100,50,864,55,4
3715,Landline Phone,750,500,400,866,367,3
